Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Structural Adherence,Adaptive Fluidity,Interpersonal Influence,Execution Velocity,Psychological Resilience,Job Hopping
579,Christopher Mcconnell,"SQL, Java, React, C++",3,M.Tech,Google ML,Software Engineer,Hire,52454,9,98,2,2,3,2,2,Low
580,John Wilson,"Deep Learning, SQL",1,B.Tech,AWS Certified,Data Scientist,Reject,50848,4,52,4,2,5,2,4,Low
581,Maria Torres,"Python, Machine Learning, SQL",0,B.Tech,AWS Certified,Data Scientist,Reject,71169,4,45,3,3,3,5,3,Low
582,Samantha Rodriguez,"React, Java",5,B.Sc,AWS Certified,Software Engineer,Hire,70378,8,92,3,4,3,4,2,High
583,Brian Dean,"C++, Java",5,PhD,Google ML,Software Engineer,Hire,76165,8,98,4,2,3,5,3,Medium
584,Jonathan Baxter,"TensorFlow, Python",5,B.Sc,,AI Researcher,Hire,114286,6,92,5,3,4,2,4,Low
585,Andrew Santiago,"Ethical Hacking, Cybersecurity, Linux",6,MBA,Google ML,Cybersecurity Analyst,Hire,66802,1,84,3,3,4,3,3,High
586,Bridget Williams,"TensorFlow, Python",1,M.Tech,Deep Learning Specialization,AI Researcher,Reject,108308,4,52,3,4,2,2,4,Low
587,Gary Glenn,"Python, SQL, Machine Learning",9,MBA,Deep Learning Specialization,Data Scientist,Hire,112067,2,100,3,3,2,2,4,Low
588,Samantha Jackson,"Linux, Networking, Ethical Hacking",3,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,45475,3,72,2,3,3,2,4,Low
589,Katherine Perry,"C++, React",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,49673,5,98,4,2,2,4,3,Medium
590,Brenda Stein,"Linux, Ethical Hacking",3,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,45271,2,58,2,3,3,3,2,Low
591,David Marks,"SQL, React, Java",2,MBA,Google ML,Software Engineer,Reject,62666,1,48,3,2,4,4,2,Low
592,Peter Thomas,"Machine Learning, Python, SQL, Deep Learning",9,M.Tech,,Data Scientist,Hire,74018,10,98,3,1,3,4,3,Medium
593,Kathryn Santos,"Deep Learning, SQL, Machine Learning, Python",3,PhD,Google ML,Data Scientist,Hire,75861,1,65,3,3,3,5,4,Medium
594,Brittany Nelson,"Pytorch, TensorFlow, NLP",6,MBA,Deep Learning Specialization,AI Researcher,Hire,88511,4,94,3,4,3,2,1,Medium
595,Katelyn Durham,"Pytorch, Python, TensorFlow",7,B.Sc,,AI Researcher,Hire,53796,3,100,4,1,4,4,3,Low
596,Julia Ferguson,"Pytorch, NLP, Python",10,M.Tech,Deep Learning Specialization,AI Researcher,Hire,106554,2,100,2,2,1,4,3,Low
597,Samantha Smith,"Python, Machine Learning",8,B.Tech,Deep Learning Specialization,Data Scientist,Hire,95958,2,100,3,4,2,2,3,Low
598,Jessica Stewart,"Machine Learning, Python, Deep Learning",3,M.Tech,,Data Scientist,Hire,81656,7,82,2,5,3,4,4,Low
599,Jennifer Yu,"NLP, Python, TensorFlow",7,B.Sc,,AI Researcher,Hire,94313,9,94,3,3,4,3,3,High
600,Jessica Robinson,"NLP, Pytorch, TensorFlow",7,B.Tech,Deep Learning Specialization,AI Researcher,Hire,66221,4,100,3,2,3,3,4,Low
601,John White,"C++, React, SQL, Java",9,B.Tech,Google ML,Software Engineer,Hire,76854,9,100,4,3,1,2,3,Low
602,John Chaney,"NLP, TensorFlow, Pytorch, Python",0,B.Sc,Google ML,AI Researcher,Reject,107278,1,35,2,4,4,2,4,Medium
603,Clifford Andrews,"SQL, Java",5,B.Sc,AWS Certified,Software Engineer,Hire,54536,0,74,4,2,2,5,5,Low
604,Kimberly Miles,"React, SQL",10,MBA,AWS Certified,Software Engineer,Hire,113587,0,100,4,2,2,3,4,Low
605,Sara Jackson,"Python, Deep Learning, Machine Learning",5,M.Tech,,Data Scientist,Hire,94342,10,96,3,3,2,4,2,Medium
606,Kelly Porter,"Cybersecurity, Networking, Ethical Hacking, Linux",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,74090,3,93,5,2,3,2,3,Medium
607,Adam Hopkins,"Pytorch, TensorFlow, NLP",4,B.Tech,,AI Researcher,Hire,90906,3,68,2,3,2,2,3,Medium
608,Raymond Roach,"C++, React, SQL, Java",5,M.Tech,,Software Engineer,Hire,48105,6,100,2,5,1,4,3,Low
609,Nathan Davis,"NLP, TensorFlow, Python, Pytorch",8,MBA,,AI Researcher,Hire,50831,3,100,1,3,4,2,4,Low
610,Briana Burnett,"Linux, Ethical Hacking, Cybersecurity, Networking",8,M.Tech,,Cybersecurity Analyst,Hire,76830,2,96,4,3,4,3,2,Medium
611,Kelly Scott,"Java, React, C++, SQL",5,MBA,Google ML,Software Engineer,Hire,87525,1,85,4,3,4,3,3,Low
612,Melissa Griffin,"Java, SQL",3,PhD,Google ML,Software Engineer,Hire,112396,10,96,3,1,2,3,1,Low
613,Dennis Wheeler,"NLP, Pytorch",8,B.Sc,AWS Certified,AI Researcher,Hire,41624,4,100,3,4,3,3,4,Medium
614,Caroline Ford,"Java, C++, SQL, React",7,B.Sc,Google ML,Software Engineer,Hire,115954,9,98,2,3,3,3,2,Low
615,Kevin Robinson,"Pytorch, Python, TensorFlow",4,MBA,,AI Researcher,Hire,84358,2,63,5,3,4,4,3,Medium
616,Steven Crawford,"Networking, Ethical Hacking, Linux",3,M.Tech,,Cybersecurity Analyst,Hire,101694,8,85,3,5,4,4,3,Low
617,Brett Bird,"TensorFlow, Python, Pytorch, NLP",2,B.Sc,Deep Learning Specialization,AI Researcher,Hire,97529,4,72,3,3,2,2,4,Low
618,Heather Brown,"SQL, React, C++, Java",8,M.Tech,Google ML,Software Engineer,Hire,102924,7,96,4,2,3,3,1,Low
619,Larry Williams,"TensorFlow, NLP, Python, Pytorch",6,M.Tech,Deep Learning Specialization,AI Researcher,Hire,115539,9,98,3,3,3,4,3,Medium
620,Mr. Bryan Hernandez,"Deep Learning, SQL, Machine Learning",6,MBA,Deep Learning Specialization,Data Scientist,Hire,79795,8,100,3,4,4,4,3,Low
621,Patricia Sherman,"TensorFlow, NLP, Python, Pytorch",4,M.Tech,AWS Certified,AI Researcher,Hire,42305,10,100,2,3,4,2,3,Low
622,Pam Reynolds,"Python, TensorFlow, NLP",10,M.Tech,,AI Researcher,Hire,118077,8,100,3,2,4,3,5,Medium
623,Steven Compton,"Cybersecurity, Ethical Hacking, Networking, Linux",2,B.Sc,Google ML,Cybersecurity Analyst,Hire,72178,3,61,5,4,3,1,2,Medium
624,Luke Johnson,"Pytorch, NLP",5,M.Tech,AWS Certified,AI Researcher,Hire,64489,4,86,4,2,4,3,4,High
625,Victoria Thompson,"Cybersecurity, Ethical Hacking, Linux, Networking",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,109004,7,100,5,5,3,5,3,Low
626,Erin Davis,"Python, Deep Learning, SQL",4,MBA,AWS Certified,Data Scientist,Hire,95919,6,97,2,4,2,2,4,Low
627,Mitchell Foster,"SQL, C++",0,B.Tech,Google ML,Software Engineer,Reject,46679,5,37,2,3,4,2,2,High
628,Kathy Meyer,"Python, TensorFlow, Pytorch",0,M.Tech,,AI Researcher,Reject,75275,1,16,3,4,4,4,2,Medium
629,Jeffrey Johnson,"SQL, Deep Learning",3,B.Tech,AWS Certified,Data Scientist,Hire,99679,5,77,3,3,3,1,4,Low
630,Craig Lewis,"TensorFlow, NLP, Python, Pytorch",3,B.Sc,,AI Researcher,Hire,95357,8,90,4,4,3,2,3,Low
631,Kevin Cross,"Cybersecurity, Networking",4,PhD,,Cybersecurity Analyst,Reject,98557,2,54,1,3,3,4,1,Medium
632,Nicholas Williams,"Linux, Ethical Hacking, Cybersecurity",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,102480,5,98,5,2,3,2,2,Low
633,Thomas Hutchinson,"Ethical Hacking, Networking, Linux, Cybersecurity",1,B.Sc,Google ML,Cybersecurity Analyst,Hire,97517,9,83,3,2,3,3,3,Medium
634,Patrick Gonzalez,"TensorFlow, Pytorch, Python, NLP",10,B.Tech,AWS Certified,AI Researcher,Hire,94952,6,100,3,4,3,4,4,Low
635,Edward Johnson,"C++, React",7,PhD,,Software Engineer,Hire,113418,1,83,2,3,5,3,2,Low
636,Mr. Jacob Simmons,"React, SQL, Java",0,B.Tech,AWS Certified,Software Engineer,Reject,49006,3,34,1,3,4,3,1,Medium
637,Charles Bennett,"Pytorch, TensorFlow, Python",6,B.Tech,,AI Researcher,Hire,65283,7,100,4,2,3,3,4,Low
638,Austin Johnson,"TensorFlow, NLP, Pytorch",3,B.Sc,Deep Learning Specialization,AI Researcher,Hire,65916,9,98,3,3,4,3,2,Low
639,Dr. Brandon Dickson DDS,"TensorFlow, NLP",7,M.Tech,Deep Learning Specialization,AI Researcher,Hire,45655,6,96,2,5,2,3,1,Low
640,Mr. Rick Gonzalez,"SQL, Machine Learning",5,B.Sc,Deep Learning Specialization,Data Scientist,Hire,42998,6,96,2,2,3,3,1,Low
641,Melanie Jones,"Ethical Hacking, Linux, Networking, Cybersecurity",3,PhD,,Cybersecurity Analyst,Hire,106073,4,70,3,3,5,3,4,Medium
642,Kevin English,"Networking, Cybersecurity",1,PhD,,Cybersecurity Analyst,Hire,100697,9,63,5,4,3,3,3,Medium
643,Michael Chang,"Ethical Hacking, Networking",7,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,75810,7,98,3,3,2,2,3,Medium
644,Shannon Nguyen,"Networking, Ethical Hacking",3,B.Sc,Google ML,Cybersecurity Analyst,Reject,45918,0,52,1,3,2,3,4,Low
645,Gregory Martin,"Cybersecurity, Networking, Ethical Hacking, Linux",9,PhD,AWS Certified,Cybersecurity Analyst,Hire,41733,0,100,3,2,2,2,4,Low
646,Susan Cobb,"NLP, TensorFlow, Pytorch",3,M.Tech,,AI Researcher,Hire,115568,10,99,3,3,2,2,5,Low
647,Crystal Ford,"SQL, Java",0,B.Sc,AWS Certified,Software Engineer,Reject,65854,6,42,1,3,3,3,2,High
648,Brittany Lee,"Pytorch, Python, TensorFlow",0,PhD,Google ML,AI Researcher,Reject,110862,6,53,3,4,2,3,3,Medium
649,Emily Young,"Machine Learning, Python",3,B.Tech,Deep Learning Specialization,Data Scientist,Reject,79722,2,54,3,4,3,4,1,Medium
650,Kathleen Farrell,"Linux, Cybersecurity, Ethical Hacking",10,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,56768,3,100,4,5,4,3,3,Low
651,Anna Burch,"Python, Pytorch, NLP, TensorFlow",4,PhD,Deep Learning Specialization,AI Researcher,Hire,50369,8,100,5,4,2,3,3,Low
652,Kelly Berg,"Pytorch, TensorFlow",3,B.Tech,AWS Certified,AI Researcher,Hire,58215,9,97,4,3,5,4,4,Low
653,Mr. Kevin Guzman,"SQL, Java",1,M.Tech,,Software Engineer,Reject,82703,0,20,3,3,4,3,3,Low
654,Michael Ramirez,"Networking, Cybersecurity, Ethical Hacking, Linux",4,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,98013,4,92,2,3,4,2,4,Low
655,Steven Haney,"Ethical Hacking, Networking",9,B.Sc,Google ML,Cybersecurity Analyst,Hire,56987,1,96,5,3,2,3,4,High
656,Sandra Brown,"C++, SQL, React, Java",6,PhD,AWS Certified,Software Engineer,Hire,43584,9,100,3,3,4,3,5,Low
657,Craig Howard,"Deep Learning, Machine Learning, Python, SQL",10,PhD,,Data Scientist,Hire,116205,7,100,3,3,2,3,3,Low
658,Edward Duncan,"Networking, Linux, Ethical Hacking, Cybersecurity",0,MBA,,Cybersecurity Analyst,Reject,108549,2,28,3,4,4,1,2,Low
659,Frank Hart,"NLP, TensorFlow, Python",3,B.Tech,AWS Certified,AI Researcher,Hire,62695,9,94,3,2,3,3,3,High
660,Robin Erickson,"Pytorch, NLP, Python",2,B.Tech,,AI Researcher,Reject,85775,5,58,3,4,4,5,2,Low
661,Brenda Hall,"Java, SQL",8,M.Tech,Google ML,Software Engineer,Hire,50950,8,100,2,4,2,3,4,Medium
662,Monica Williams,"Linux, Cybersecurity",2,PhD,,Cybersecurity Analyst,Hire,41824,7,59,2,3,2,2,3,High
663,Gregory Alvarez,"Deep Learning, Python, SQL, Machine Learning",0,PhD,,Data Scientist,Reject,95742,2,28,3,1,4,3,2,Low
664,Edward Williams,"Cybersecurity, Ethical Hacking, Networking",6,M.Tech,Google ML,Cybersecurity Analyst,Hire,108922,10,98,2,2,2,3,3,Medium
665,Debra Martinez,"Python, NLP, Pytorch, TensorFlow",8,B.Tech,AWS Certified,AI Researcher,Hire,71605,3,100,2,4,3,4,4,Low
666,Mrs. Monica Thomas MD,"C++, Java, SQL, React",10,PhD,,Software Engineer,Hire,79684,8,100,3,3,2,2,3,Low
667,William Gregory,"React, Java",3,B.Sc,,Software Engineer,Reject,44106,0,36,3,2,4,4,2,Medium
668,Breanna Archer,"Python, Pytorch",5,MBA,Deep Learning Specialization,AI Researcher,Hire,103073,10,100,5,2,2,4,5,Medium
669,Sarah Jones,"Python, Pytorch, NLP, TensorFlow",3,PhD,Deep Learning Specialization,AI Researcher,Hire,82727,9,98,1,4,4,3,2,Low
670,Sara Brewer,"Deep Learning, Python, SQL",2,PhD,Deep Learning Specialization,Data Scientist,Reject,70971,3,60,4,4,4,3,3,Low
671,Tammy Chen,"Python, NLP, Pytorch, TensorFlow",0,B.Sc,Google ML,AI Researcher,Reject,106452,3,47,4,3,2,4,4,Low
672,John Mooney,"Python, TensorFlow, NLP, Pytorch",5,M.Tech,,AI Researcher,Hire,74282,7,96,1,3,4,4,1,Low
673,Shane Burch,"C++, React",9,MBA,,Software Engineer,Hire,113428,2,100,3,3,3,2,3,Low
674,Zachary Simpson,"Ethical Hacking, Linux, Networking, Cybersecurity",0,B.Tech,Google ML,Cybersecurity Analyst,Reject,76108,5,53,3,2,2,4,2,Low
675,Alexandra Williams,"SQL, Python",10,PhD,AWS Certified,Data Scientist,Hire,64417,7,100,2,5,2,3,4,Low
676,Danielle Lewis,"Ethical Hacking, Networking, Linux, Cybersecurity",0,B.Tech,Google ML,Cybersecurity Analyst,Hire,70943,8,66,2,3,1,3,2,Medium
677,David Bradley,"SQL, Machine Learning, Deep Learning",4,B.Sc,,Data Scientist,Reject,75186,1,62,2,4,3,3,4,Low
678,Annette Greene,"SQL, Java, React, C++",5,M.Tech,Deep Learning Specialization,Software Engineer,Hire,60720,7,100,5,5,1,3,4,Low
679,Cheryl Cruz,"React, SQL, C++",6,M.Tech,Google ML,Software Engineer,Hire,100827,10,100,4,4,3,4,4,Low
680,Joseph Jackson,"Machine Learning, Python, Deep Learning, SQL",8,B.Sc,AWS Certified,Data Scientist,Hire,57448,0,98,4,3,3,3,3,Medium
681,Jessica Bradford,"Networking, Ethical Hacking",2,PhD,AWS Certified,Cybersecurity Analyst,Hire,106309,7,75,4,3,4,2,3,Low
682,Sandra Costa,"Python, TensorFlow, Pytorch, NLP",3,PhD,,AI Researcher,Hire,63325,8,88,2,3,3,3,2,Low
683,Thomas Sanders,"Linux, Cybersecurity",0,MBA,Google ML,Cybersecurity Analyst,Reject,89654,8,62,2,2,3,3,4,Low
684,Christine Trevino,"Java, C++",3,PhD,Deep Learning Specialization,Software Engineer,Hire,53518,7,81,3,3,4,4,2,Medium
685,Nicole Mercado,"React, Java",5,MBA,,Software Engineer,Hire,75717,7,93,2,2,3,4,2,Low
686,Nicholas White,"TensorFlow, NLP",2,MBA,,AI Researcher,Hire,99963,10,80,4,4,3,2,4,Medium
687,Sarah Adams,"SQL, Java, C++, React",6,B.Sc,Deep Learning Specialization,Software Engineer,Hire,73268,8,92,3,3,3,5,2,High
688,Kenneth Johnson,"Linux, Cybersecurity, Ethical Hacking",7,B.Tech,,Cybersecurity Analyst,Hire,41678,8,96,3,3,1,3,2,Medium
689,Chelsea Friedman,"Pytorch, TensorFlow, Python, NLP",4,B.Sc,Google ML,AI Researcher,Hire,45453,5,91,4,3,4,4,2,Medium
690,Jennifer Shaw,"Python, TensorFlow",3,B.Sc,AWS Certified,AI Researcher,Hire,70067,3,65,3,3,4,3,3,Low
691,Victor Garza,"C++, Java",4,MBA,Deep Learning Specialization,Software Engineer,Hire,43297,2,70,3,4,2,4,3,Low
692,Chelsea Harris,"NLP, Python, TensorFlow",7,MBA,AWS Certified,AI Researcher,Hire,49447,10,94,4,3,3,4,3,High
693,Jeanette Garcia MD,"Cybersecurity, Linux",7,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,92129,3,100,2,4,3,4,4,Low
694,Lorraine Jordan,"Ethical Hacking, Linux, Networking, Cybersecurity",6,B.Sc,Google ML,Cybersecurity Analyst,Hire,59129,5,100,4,2,3,4,4,Low
695,Emily Meyer,"Cybersecurity, Ethical Hacking",2,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,84569,7,73,4,3,3,4,3,Medium
696,Marcus Garrett,"Cybersecurity, Linux, Ethical Hacking, Networking",3,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,118062,8,100,3,5,4,3,3,Low
697,Jessica Griffin,"Machine Learning, Python, Deep Learning",2,M.Tech,Google ML,Data Scientist,Reject,56433,2,57,3,2,4,2,4,Low
698,Kristy Horton,"Linux, Ethical Hacking",4,B.Tech,,Cybersecurity Analyst,Hire,110442,7,87,2,2,2,3,4,Low
699,Laura Little,"Cybersecurity, Networking, Linux",8,M.Tech,Google ML,Cybersecurity Analyst,Hire,68492,4,100,4,4,4,4,3,Low
700,Ricky Alvarez,"Java, SQL",2,M.Tech,AWS Certified,Software Engineer,Hire,83473,10,88,3,3,4,3,3,Medium
701,Sarah Robinson,"Networking, Cybersecurity, Ethical Hacking, Linux",4,B.Tech,,Cybersecurity Analyst,Hire,113477,2,68,2,3,3,4,2,Low
702,Stacey Bradford,"React, SQL",8,B.Sc,Deep Learning Specialization,Software Engineer,Hire,86416,8,98,4,3,4,4,2,Low
703,Michael Mercado,"SQL, Java, C++",9,B.Tech,AWS Certified,Software Engineer,Hire,84959,6,100,2,4,5,2,4,Low
704,Brian Adams,"Pytorch, TensorFlow",9,B.Sc,Google ML,AI Researcher,Hire,61090,7,100,2,4,4,2,4,Medium
705,Sylvia Rogers,"Networking, Cybersecurity, Ethical Hacking, Linux",7,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,100153,6,100,1,3,3,3,4,Medium
706,Stephanie Nguyen,"Pytorch, TensorFlow, NLP",4,M.Tech,Google ML,AI Researcher,Hire,63556,10,100,4,3,4,3,3,Low
707,Bobby Palmer,"Java, SQL, React",3,MBA,AWS Certified,Software Engineer,Hire,104253,8,95,2,4,3,2,4,Medium
708,Melissa Deleon,"Machine Learning, Python, SQL",2,PhD,AWS Certified,Data Scientist,Hire,43703,5,70,5,5,3,4,3,Low
709,Ryan Silva,"NLP, TensorFlow",2,B.Sc,AWS Certified,AI Researcher,Hire,52471,10,86,1,3,3,3,4,High
710,Dawn Bush,"Networking, Cybersecurity",3,PhD,,Cybersecurity Analyst,Reject,93508,4,60,5,2,5,3,3,Low
711,Robert Simon,"Python, TensorFlow, NLP, Pytorch",4,B.Sc,,AI Researcher,Hire,104295,6,86,3,4,2,2,2,Medium
712,Meagan Spencer,"C++, SQL, Java",6,PhD,AWS Certified,Software Engineer,Hire,80373,8,100,3,3,5,2,4,Low
713,Jeffrey Olson,"Python, TensorFlow",0,MBA,Google ML,AI Researcher,Reject,61991,1,25,2,1,3,3,3,Low
714,Marie Stevens,"NLP, TensorFlow, Python, Pytorch",1,MBA,Google ML,AI Researcher,Reject,61309,2,50,3,4,2,1,3,Low
715,Jacob Ferrell,"C++, SQL, Java",0,M.Tech,AWS Certified,Software Engineer,Reject,41382,0,23,3,2,3,4,3,Medium
716,David Frey,"Python, TensorFlow",6,B.Sc,Google ML,AI Researcher,Hire,116788,2,90,4,3,1,3,3,Low
717,Marissa Cook,"C++, SQL, React, Java",8,PhD,Deep Learning Specialization,Software Engineer,Hire,100202,5,98,3,3,4,5,5,High
718,Melissa Patterson,"Networking, Ethical Hacking, Linux, Cybersecurity",4,PhD,,Cybersecurity Analyst,Hire,52790,2,72,3,3,4,5,4,Low
719,Jason Elliott,"SQL, Machine Learning",4,MBA,Google ML,Data Scientist,Hire,42621,5,87,3,4,2,3,4,Low
720,Deanna Williams,"Pytorch, TensorFlow, Python, NLP",4,M.Tech,Google ML,AI Researcher,Hire,109802,3,85,3,3,3,3,3,Low
721,Jessica Woods,"SQL, Deep Learning",4,PhD,,Data Scientist,Hire,97719,8,90,3,4,5,4,4,Medium
722,Albert Rivera,"Cybersecurity, Networking",3,PhD,,Cybersecurity Analyst,Hire,42368,9,87,1,3,2,5,4,Low
723,Jennifer Moran,"Python, Machine Learning",8,B.Tech,AWS Certified,Data Scientist,Hire,59833,2,98,2,4,2,1,3,Medium
724,Christopher Campbell,"Ethical Hacking, Cybersecurity",9,MBA,,Cybersecurity Analyst,Hire,44150,6,94,4,4,4,1,3,High
725,Alan Moran,"C++, Java, SQL, React",2,M.Tech,AWS Certified,Software Engineer,Reject,54193,0,44,3,2,5,2,3,High
726,Nicholas Stephens,"Python, Deep Learning, Machine Learning",8,B.Tech,Deep Learning Specialization,Data Scientist,Hire,110499,9,96,3,4,3,4,1,Low
727,Ryan Mason,"Machine Learning, Python, SQL",10,B.Sc,,Data Scientist,Hire,84036,5,98,3,2,4,3,3,Medium
728,Jennifer Morgan MD,"SQL, Machine Learning, Deep Learning",3,PhD,,Data Scientist,Reject,91090,2,53,3,4,4,4,3,Medium
729,Nicholas Phillips,"Pytorch, Python, NLP",2,B.Tech,,AI Researcher,Reject,94786,4,59,2,3,2,2,5,Low
730,Andrea Beard,"React, C++",7,M.Tech,AWS Certified,Software Engineer,Hire,98988,10,98,2,5,3,1,3,Medium
731,Sarah Jones,"Linux, Networking, Cybersecurity",3,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,105232,1,58,3,3,4,4,2,Low
732,Eugene Rodriguez,"Networking, Linux",2,B.Sc,Google ML,Cybersecurity Analyst,Reject,73879,2,50,2,3,5,2,3,Low
733,Vicki Murphy,"SQL, Machine Learning, Deep Learning, Python",5,PhD,AWS Certified,Data Scientist,Hire,91828,10,98,3,3,4,1,2,Low
734,Kevin Baker,"C++, Java, React",5,MBA,AWS Certified,Software Engineer,Hire,76625,10,100,1,3,2,3,3,Low
735,Preston Martin,"Networking, Ethical Hacking",1,PhD,Google ML,Cybersecurity Analyst,Hire,117535,8,70,4,4,5,4,3,Low
736,Justin Clark,"React, Java, C++",5,B.Tech,Google ML,Software Engineer,Hire,115813,0,77,3,1,2,3,4,Low
737,Matthew Reed,"Ethical Hacking, Linux, Networking",3,M.Tech,,Cybersecurity Analyst,Reject,95288,3,56,3,2,3,3,2,Medium
738,Matthew Kent,"Cybersecurity, Ethical Hacking",6,MBA,AWS Certified,Cybersecurity Analyst,Hire,56096,8,100,4,2,3,3,3,Low
739,Danny Brown,"Ethical Hacking, Linux, Networking",5,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,87063,5,98,5,4,5,3,2,Low
740,Amanda Shea,"Deep Learning, SQL, Machine Learning",6,PhD,,Data Scientist,Hire,79100,2,87,4,5,4,2,4,Low
741,Jacob Chang,"Pytorch, Python, TensorFlow",5,MBA,AWS Certified,AI Researcher,Hire,77117,6,100,1,3,3,2,4,Low
742,Julie George,"TensorFlow, Pytorch, Python, NLP",7,B.Sc,AWS Certified,AI Researcher,Hire,55614,4,98,2,3,3,4,3,Medium
743,Suzanne Watson,"React, SQL, C++, Java",0,B.Sc,Google ML,Software Engineer,Reject,118032,2,40,2,3,3,3,3,Low
744,Steve Smith,"Deep Learning, SQL, Python, Machine Learning",5,M.Tech,AWS Certified,Data Scientist,Hire,97148,1,83,3,4,4,3,3,Medium
745,Nicole Austin,"Pytorch, NLP, TensorFlow",7,B.Sc,Deep Learning Specialization,AI Researcher,Hire,106421,2,100,4,2,1,2,5,Low
746,Megan Peterson,"Java, C++, React",0,PhD,Deep Learning Specialization,Software Engineer,Reject,118475,2,33,2,3,3,3,3,Medium
747,Susan Andrews,"NLP, TensorFlow",6,B.Tech,Google ML,AI Researcher,Hire,106122,10,100,3,4,3,1,3,Low
748,Ryan Arnold,"NLP, Pytorch, Python",2,B.Sc,AWS Certified,AI Researcher,Hire,45134,10,93,2,4,2,3,2,Low
749,Jessica Porter,"NLP, Pytorch, TensorFlow",2,PhD,Deep Learning Specialization,AI Researcher,Reject,47573,3,56,2,3,3,4,2,Medium
750,Christopher Smith,"C++, React, Java, SQL",1,M.Tech,,Software Engineer,Reject,58823,3,45,2,4,3,2,3,Low
751,Thomas Ramos,"Cybersecurity, Networking, Linux",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,107124,2,100,2,1,5,2,4,Medium
752,Jacob Brown,"Deep Learning, Python, SQL",4,B.Tech,,Data Scientist,Hire,90584,3,68,2,4,5,3,3,Medium
753,Melissa Preston,"React, C++, SQL, Java",9,PhD,Deep Learning Specialization,Software Engineer,Hire,68203,9,100,2,2,3,4,3,Low
754,Kevin Carlson,"Machine Learning, Python, Deep Learning",0,B.Tech,Deep Learning Specialization,Data Scientist,Reject,91454,1,30,4,1,3,3,3,Low
755,Jesse Bird,"Python, Pytorch, TensorFlow",9,MBA,AWS Certified,AI Researcher,Hire,97312,1,98,2,4,3,2,2,Low
756,Alyssa Rivera,"C++, Java",5,B.Tech,Deep Learning Specialization,Software Engineer,Hire,116922,0,64,5,4,3,1,3,High
757,Michelle Nolan,"Python, Pytorch, TensorFlow, NLP",6,PhD,Deep Learning Specialization,AI Researcher,Hire,71832,4,96,3,3,3,3,2,Medium
758,Randy Williams,"Pytorch, Python, TensorFlow",0,B.Tech,,AI Researcher,Reject,88958,4,37,3,4,2,5,4,Low
759,Eric Jimenez,"NLP, TensorFlow, Pytorch, Python",6,B.Tech,Google ML,AI Researcher,Hire,75755,0,88,2,5,2,3,2,Low
760,Janice Mann,"Deep Learning, SQL",1,MBA,Google ML,Data Scientist,Reject,71365,6,62,4,4,4,3,4,Low
761,Reginald Hernandez,"Ethical Hacking, Linux, Cybersecurity, Networking",6,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,85255,10,96,2,5,4,3,2,Medium
762,Shane Thomas,"Machine Learning, Deep Learning, SQL",6,M.Tech,,Data Scientist,Hire,41610,7,100,3,4,2,3,4,Low
763,Mr. Johnathan Garcia,"SQL, Java, React",2,B.Tech,,Software Engineer,Reject,82150,4,57,5,3,4,2,4,Low
764,Thomas Moore,"SQL, Deep Learning",6,B.Tech,Deep Learning Specialization,Data Scientist,Hire,116832,1,83,3,1,2,4,3,Medium
765,Carrie Vazquez,"SQL, Deep Learning, Python",0,B.Tech,Google ML,Data Scientist,Reject,93534,5,48,4,3,3,3,2,Low
766,Nicholas Stevens,"Python, TensorFlow, NLP",1,MBA,AWS Certified,AI Researcher,Hire,52956,8,75,2,2,4,3,3,Low
767,Angelica Copeland,"Ethical Hacking, Cybersecurity",0,MBA,AWS Certified,Cybersecurity Analyst,Reject,68407,4,32,3,5,3,2,2,High
768,Ashley Peck,"React, SQL, Java, C++",5,B.Sc,Deep Learning Specialization,Software Engineer,Hire,75828,4,98,5,3,3,4,3,Medium
769,Robin Bradford,"Python, Deep Learning, SQL, Machine Learning",9,MBA,,Data Scientist,Hire,93197,0,100,2,3,2,4,4,Low
770,Danielle York,"SQL, Python",8,MBA,AWS Certified,Data Scientist,Hire,104379,6,100,5,4,3,2,4,Low
771,Dr. Bradley Rogers,"Networking, Linux, Cybersecurity, Ethical Hacking",6,PhD,Google ML,Cybersecurity Analyst,Hire,58947,8,100,4,3,3,4,3,Low
